Datum;Bewoelkung;Temperatur;Windgeschwindigkeit;Wettercode;bewoelkung_time;wettercode_knn
2015-07-19;7.0;14.5;5;63.0;7;63
2015-07-20;6.0;18.375;12;20.0;6;20
2015-07-21;3.0;21.375;16;0.0;3;0
2015-07-22;2.0;23.75;12;0.0;2;0
2015-07-23;5.0;18.375;12;61.0;5;61
2015-07-24;7.0;19.375;10;;7;52
2015-07-25;6.0;20.0;10;95.0;6;95
2015-07-26;5.0;16.75;19;61.0;5;61
2015-07-27;7.0;15.875;8;61.0;7;61
2015-07-28;7.0;17.375;15;63.0;7;63
2015-07-29;5.0;14.875;12;61.0;5;61
2015-07-30;7.0;14.0;16;61.0;7;61
2015-07-31;7.0;15.875;15;;7;57
2015-08-01;0.0;17.625;12;;0;3
2015-08-02;0.0;21.5;8;;0;4
2015-08-03;0.0;26.0;7;;0;1
2015-08-04;2.0;26.5;15;61.0;2;61
2015-08-05;2.0;21.75;8;21.0;2;21
2015-08-06;1.0;27.625;6;;1;27
2015-08-07;4.0;20.0;9;63.0;4;63
2015-08-08;6.0;19.125;10;;6;40
2015-08-09;0.0;21.0;10;;0;2
2015-08-10;3.0;22.5;8;21.0;3;21
2015-08-11;4.0;22.125;7;;4;40
2015-08-12;5.0;19.125;9;21.0;5;21
2015-08-13;0.0;20.75;13;0.0;0;0
2015-08-14;4.0;24.0;14;;4;17
2015-08-15;7.0;20.875;8;61.0;7;61
2015-08-16;6.0;21.5;10;0.0;6;0
2015-08-17;7.0;19.375;14;61.0;7;61
2015-08-18;7.0;19.25;13;21.0;7;21
2015-08-19;3.0;19.625;8;5.0;3;5
2015-08-20;1.0;20.375;8;10.0;1;10
2015-08-21;1.0;22.875;7;0.0;1;0
2015-08-22;0.0;23.5;12;;0;3
2015-08-23;0.0;21.625;18;0.0;0;0
2015-08-24;6.0;20.75;8;;6;25
2015-08-25;6.0;17.75;12;21.0;6;21
2015-08-26;5.0;22.125;9;;5;69
2015-08-27;6.0;18.125;12;61.0;6;61
2015-08-28;2.0;19.625;11;20.0;2;20
2015-08-29;4.0;20.125;6;;4;33
2015-08-30;5.0;19.375;10;21.0;5;21
2015-08-31;3.0;21.875;8;65.0;3;65
2015-09-01;8.0;17.625;12;61.0;8;61
2015-09-02;5.0;17.0;13;21.0;5;21
2015-09-03;3.0;17.75;8;;3;6
2015-09-04;7.0;15.625;10;61.0;7;61
2015-09-05;5.0;14.125;20;61.0;5;61
2015-09-06;5.0;17.0;18;;5;41
2015-09-07;0.0;17.25;12;;0;3
2015-09-08;2.0;17.5;9;0.0;2;0
2015-09-09;1.0;16.875;10;;1;9
2015-09-10;1.0;17.625;14;;1;27
2015-09-11;7.0;15.0;12;61.0;7;61
2015-09-12;5.0;18.5;8;;5;51
2015-09-13;6.0;18.5;5;20.0;6;20
2015-09-14;7.0;17.625;6;63.0;7;63
2015-09-15;4.0;13.875;10;95.0;4;95
2015-09-16;7.0;15.25;6;61.0;7;61
2015-09-17;6.0;18.0;12;61.0;6;61
2015-09-18;5.0;17.25;10;0.0;5;0
2015-09-19;7.0;15.25;7;61.0;7;61
2015-09-20;3.0;15.625;15;21.0;3;21
2015-09-21;7.0;13.375;6;61.0;7;61
2015-09-22;7.0;14.25;7;61.0;7;61
2015-09-23;7.0;14.0;5;20.0;7;20
2015-09-24;3.0;16.0;11;0.0;3;0
2015-09-25;4.0;14.875;8;61.0;4;61
2015-09-26;4.0;15.25;7;21.0;4;21
2015-09-27;1.0;15.25;8;;1;4
2015-09-28;2.0;14.625;7;0.0;2;0
2015-09-29;2.0;15.625;9;0.0;2;0
2015-09-30;0.0;15.375;6;0.0;0;0
2015-10-01;1.0;14.75;9;0.0;1;0
2015-10-02;2.0;15.375;7;10.0;2;10
2015-10-03;2.0;14.375;9;0.0;2;0
2015-10-04;6.0;15.625;7;45.0;6;45
2015-10-05;0.0;16.5;5;10.0;0;10
2015-10-06;7.0;14.875;14;10.0;7;10
2015-10-07;8.0;13.0;7;63.0;8;63
2015-10-08;7.0;11.875;5;10.0;7;10
2015-10-09;7.0;11.125;7;21.0;7;21
2015-10-10;1.0;9.75;14;0.0;1;0
2015-10-11;0.0;10.25;13;5.0;0;5
2015-10-12;0.0;8.625;12;5.0;0;5
2015-10-13;7.0;7.75;10;61.0;7;61
2015-10-14;7.0;9.0;11;61.0;7;61
2015-10-15;7.0;10.375;16;61.0;7;61
2015-10-16;7.0;10.0;14;61.0;7;61
2015-10-17;7.0;10.75;9;61.0;7;61
2015-10-18;8.0;11.125;10;61.0;8;61
2015-10-19;6.0;9.25;7;0.0;6;0
2015-10-20;7.0;10.25;8;20.0;7;20
2015-10-21;7.0;11.25;7;;7;41
2015-10-22;7.0;12.25;10;61.0;7;61
2015-10-23;1.0;13.375;15;;1;7
2015-10-24;8.0;12.375;6;;8;41
2015-10-25;2.0;12.25;15;;2;6
2015-10-26;0.0;11.375;6;0.0;0;0
2015-10-27;0.0;10.75;10;;0;3
2015-10-28;1.0;11.25;10;5.0;1;5
2015-10-29;2.0;10.5;4;10.0;2;10
2015-10-30;7.0;11.375;5;10.0;7;10
2015-10-31;1.0;11.75;9;10.0;1;10
2015-11-01;4.0;10.75;6;10.0;4;10
2015-11-02;8.0;9.75;5;10.0;8;10
2015-11-03;7.0;5.125;4;45.0;7;45
2015-11-04;1.0;8.0;4;10.0;1;10
2015-11-05;6.0;13.375;5;61.0;6;61
2015-11-06;8.0;13.75;6;61.0;8;61
2015-11-07;7.0;14.625;9;61.0;7;61
2015-11-08;1.0;13.0;12;;1;4
2015-11-09;5.0;12.0;15;21.0;5;21
2015-11-10;7.0;15.0;18;61.0;7;61
2015-11-11;8.0;13.625;12;61.0;8;61
2015-11-12;2.0;13.125;17;0.0;2;0
2015-11-13;4.0;11.75;19;21.0;4;21
2015-11-14;4.0;8.125;14;21.0;4;21
2015-11-15;7.0;8.5;4;61.0;7;61
2015-11-16;7.0;12.25;12;53.0;7;53
2015-11-17;7.0;10.75;8;21.0;7;21
2015-11-18;6.0;10.75;19;21.0;6;21
2015-11-19;7.0;10.125;20;61.0;7;61
2015-11-20;7.0;7.75;9;61.0;7;61
2015-11-21;7.0;4.5;15;63.0;7;63
2015-11-22;7.0;2.25;18;73.0;7;73
2015-11-23;4.0;3.125;8;;4;18
2015-11-24;7.0;3.125;14;61.0;7;61
2015-11-25;7.0;5.125;7;61.0;7;61
2015-11-26;0.0;5.5;7;;0;6
2015-11-27;7.0;5.25;11;;7;53
2015-11-28;2.0;6.125;11;61.0;2;61
2015-11-29;7.0;8.25;15;63.0;7;63
2015-11-30;5.0;5.75;18;61.0;5;61
2015-12-01;6.0;6.75;10;21.0;6;21
2015-12-02;7.0;10.5;9;21.0;7;21
2015-12-03;8.0;9.125;8;61.0;8;61
2015-12-04;6.0;9.25;17;61.0;6;61
2015-12-05;6.0;9.0;14;61.0;6;61
2015-12-06;7.0;10.875;19;20.0;7;20
2015-12-07;6.0;8.25;3;;6;39
2015-12-08;0.0;10.75;8;0.0;0;0
2015-12-09;3.0;8.75;12;21.0;3;21
2015-12-10;7.0;6.625;13;21.0;7;21
2015-12-11;5.0;6.125;11;63.0;5;63
2015-12-12;3.0;6.875;10;61.0;3;61
2015-12-13;1.0;5.25;9;;1;8
2015-12-14;7.0;3.625;6;21.0;7;21
2015-12-15;7.0;5.5;8;61.0;7;61
2015-12-16;8.0;6.25;7;10.0;8;10
2015-12-17;7.0;11.875;9;53.0;7;53
2015-12-18;8.0;10.375;15;61.0;8;61
2015-12-19;6.0;11.375;10;0.0;6;0
2015-12-20;5.0;12.5;9;;5;33
2015-12-21;7.0;10.25;14;21.0;7;21
2015-12-22;7.0;11.25;17;61.0;7;61
2015-12-23;6.0;10.375;20;61.0;6;61
2015-12-24;3.0;8.375;11;61.0;3;61
2015-12-25;2.0;7.875;14;0.0;2;0
2015-12-26;7.0;12.75;18;63.0;7;63
2015-12-27;7.0;10.875;15;61.0;7;61
2015-12-28;8.0;4.75;11;;8;53
2015-12-29;7.0;5.125;11;;7;51
2015-12-30;8.0;5.25;9;0.0;8;0
2015-12-31;7.0;2.0;10;61.0;7;61
2016-01-01;7.0;4.5;6;28.0;7;28
2016-01-02;8.0;0.0;16;10.0;8;10
2016-01-03;7.0;-5.5;13;0.0;7;0
2016-01-04;5.0;-6.0;15;10.0;5;10
2016-01-05;1.0;-3.625;14;5.0;1;5
2016-01-06;0.0;-3.0;12;5.0;0;5
2016-01-07;7.0;-4.0;13;22.0;7;22
2016-01-08;7.0;1.75;20;61.0;7;61
2016-01-09;4.0;2.875;6;21.0;4;21
2016-01-10;7.0;2.125;8;63.0;7;63
2016-01-11;7.0;2.5;6;45.0;7;45
2016-01-12;7.0;4.0;8;63.0;7;63
2016-01-13;8.0;1.875;14;61.0;8;61
2016-01-14;6.0;1.75;6;10.0;6;10
2016-01-15;7.0;2.125;12;10.0;7;10
2016-01-16;7.0;0.5;5;10.0;7;10
2016-01-17;3.0;-1.375;9;;3;31
2016-01-18;6.0;-1.75;6;10.0;6;10
2016-01-19;7.0;-2.5;10;73.0;7;73
2016-01-20;7.0;-1.625;8;28.0;7;28
2016-01-21;4.0;-4.875;5;20.0;4;20
2016-01-22;1.0;-3.0;7;10.0;1;10
2016-01-23;6.0;3.125;6;49.0;6;49
2016-01-24;7.0;5.125;7;10.0;7;10
2016-01-25;8.0;9.0;9;45.0;8;45
2016-01-26;7.0;7.875;9;;7;33
2016-01-27;7.0;10.375;15;61.0;7;61
2016-01-28;5.0;6.75;16;21.0;5;21
2016-01-29;7.0;8.125;17;61.0;7;61
2016-01-30;7.0;6.625;17;65.0;7;65
2016-01-31;6.0;4.125;13;61.0;6;61
2016-02-01;7.0;7.875;21;61.0;7;61
2016-02-02;6.0;7.5;20;61.0;6;61
2016-02-03;6.0;4.75;15;61.0;6;61
2016-02-04;5.0;4.25;12;22.0;5;22
2016-02-05;7.0;4.5;10;61.0;7;61
2016-02-06;7.0;9.375;11;21.0;7;21
2016-02-07;6.0;9.75;12;21.0;6;21
2016-02-08;7.0;8.5;16;63.0;7;63
2016-02-09;5.0;6.75;15;61.0;5;61
2016-02-10;7.0;3.75;9;61.0;7;61
2016-02-11;7.0;5.25;7;61.0;7;61
2016-02-12;7.0;3.5;6;61.0;7;61
2016-02-13;6.0;2.0;8;20.0;6;20
2016-02-14;8.0;2.875;20;61.0;8;61
2016-02-15;8.0;0.75;14;;8;53
2016-02-16;0.0;2.125;5;;0;7
2016-02-17;1.0;1.75;10;0.0;1;0
2016-02-18;5.0;1.875;6;10.0;5;10
2016-02-19;7.0;3.25;6;61.0;7;61
2016-02-20;7.0;6.0;12;61.0;7;61
2016-02-21;7.0;6.875;12;61.0;7;61
2016-02-22;6.0;5.875;15;61.0;6;61
2016-02-23;4.0;6.125;17;61.0;4;61
2016-02-24;3.0;4.0;15;61.0;3;61
2016-02-25;6.0;3.5;10;53.0;6;53
2016-02-26;6.0;3.625;8;;6;55
2016-02-27;4.0;1.5;5;45.0;4;45
2016-02-28;1.0;3.5;6;0.0;1;0
2016-02-29;7.0;2.125;10;0.0;7;0
2016-03-01;5.0;2.25;8;;5;37
2016-03-02;7.0;5.0;16;63.0;7;63
2016-03-03;7.0;4.75;5;21.0;7;21
2016-03-04;2.0;3.875;9;10.0;2;10
2016-03-05;8.0;3.25;5;61.0;8;61
2016-03-06;7.0;4.5;11;10.0;7;10
2016-03-07;6.0;4.75;10;20.0;6;20
2016-03-08;6.0;5.0;10;61.0;6;61
2016-03-09;0.0;6.75;9;5.0;0;5
2016-03-10;8.0;4.375;11;10.0;8;10
2016-03-11;8.0;3.5;11;;8;53
2016-03-12;8.0;2.75;7;0.0;8;0
2016-03-13;8.0;0.875;8;10.0;8;10
2016-03-14;8.0;5.0;8;10.0;8;10
2016-03-15;5.0;5.75;12;61.0;5;61
2016-03-16;1.0;6.375;11;0.0;1;0
2016-03-17;0.0;9.25;12;0.0;0;0
2016-03-18;8.0;5.375;9;21.0;8;21
2016-03-19;7.0;6.0;15;45.0;7;45
2016-03-20;6.0;8.625;15;61.0;6;61
2016-03-21;7.0;7.5;19;61.0;7;61
2016-03-22;7.0;8.125;13;61.0;7;61
2016-03-23;1.0;9.125;13;;1;3
2016-03-24;7.0;7.375;10;21.0;7;21
2016-03-25;8.0;7.875;7;61.0;8;61
2016-03-26;1.0;9.75;9;0.0;1;0
2016-03-27;7.0;8.625;12;61.0;7;61
2016-03-28;6.0;11.625;18;61.0;6;61
2016-03-29;6.0;10.0;13;21.0;6;21
2016-03-30;5.0;8.5;15;61.0;5;61
2016-03-31;4.0;9.0;13;21.0;4;21
2016-04-01;0.0;9.125;7;;0;5
2016-04-02;3.0;12.75;8;;3;14
2016-04-03;7.0;15.5;5;21.0;7;21
2016-04-04;6.0;17.375;6;21.0;6;21
2016-04-05;7.0;10.0;7;61.0;7;61
2016-04-06;6.0;11.125;12;61.0;6;61
2016-04-07;6.0;8.625;13;21.0;6;21
2016-04-08;6.0;9.0;9;63.0;6;63
2016-04-09;4.0;10.125;11;0.0;4;0
2016-04-10;7.0;10.875;13;;7;29
2016-04-11;1.0;10.0;15;5.0;1;5
2016-04-12;6.0;8.0;9;61.0;6;61
2016-04-13;5.0;9.75;11;10.0;5;10
2016-04-14;6.0;10.0;8;0.0;6;0
2016-04-15;7.0;10.625;8;61.0;7;61
2016-04-16;6.0;12.75;15;53.0;6;53
2016-04-17;4.0;9.875;19;21.0;4;21
2016-04-18;7.0;9.625;16;21.0;7;21
2016-04-19;5.0;9.5;23;21.0;5;21
2016-04-20;2.0;10.5;17;;2;22
2016-04-21;2.0;11.625;16;;2;9
2016-04-22;5.0;10.5;12;;5;57
2016-04-23;3.0;8.875;17;21.0;3;21
2016-04-24;4.0;5.75;10;21.0;4;21
2016-04-25;8.0;4.625;10;61.0;8;61
2016-04-26;7.0;2.5;7;75.0;7;75
2016-04-27;7.0;4.875;8;61.0;7;61
2016-04-28;6.0;7.5;16;61.0;6;61
2016-04-29;6.0;9.75;13;61.0;6;61
2016-04-30;8.0;8.0;7;61.0;8;61
2016-05-01;0.0;10.75;9;;0;11
2016-05-02;1.0;17.875;6;;1;12
2016-05-03;6.0;11.375;15;61.0;6;61
2016-05-04;1.0;12.375;10;;1;5
2016-05-05;0.0;15.125;13;;0;15
2016-05-06;0.0;19.0;14;;0;4
2016-05-07;0.0;22.125;12;;0;4
2016-05-08;0.0;21.375;17;;0;4
2016-05-09;0.0;19.875;12;;0;3
2016-05-10;0.0;20.875;14;;0;4
2016-05-11;0.0;20.625;15;;0;4
2016-05-12;0.0;15.625;17;0.0;0;0
2016-05-13;2.0;17.5;16;65.0;2;65
2016-05-14;7.0;10.0;14;21.0;7;21
2016-05-15;6.0;9.75;12;61.0;6;61
2016-05-16;5.0;11.25;16;;5;41
2016-05-17;7.0;10.75;15;21.0;7;21
2016-05-18;5.0;16.75;7;;5;20
2016-05-19;2.0;19.5;10;0.0;2;0
2016-05-20;8.0;14.75;11;61.0;8;61
2016-05-21;6.0;19.375;9;21.0;6;21
2016-05-22;1.0;25.0;9;;1;1
2016-05-23;7.0;15.5;8;21.0;7;21
2016-05-24;8.0;14.25;10;21.0;8;21
2016-05-25;7.0;16.5;6;20.0;7;20
2016-05-26;7.0;14.375;6;61.0;7;61
2016-05-27;4.0;15.875;9;61.0;4;61
2016-05-28;2.0;18.625;11;;2;9
2016-05-29;6.0;17.0;13;21.0;6;21
2016-05-30;4.0;20.25;17;0.0;4;0
2016-05-31;1.0;20.625;13;0.0;1;0
2016-06-01;4.0;21.75;16;0.0;4;0
2016-06-02;1.0;21.5;13;;1;16
2016-06-03;0.0;21.875;10;;0;4
2016-06-04;0.0;24.5;7;;0;1
2016-06-05;0.0;25.25;9;;0;1
2016-06-06;1.0;22.875;15;;1;16
2016-06-07;1.0;25.375;8;;1;4
2016-06-08;4.0;18.875;13;;4;51
2016-06-09;1.0;19.5;16;;1;4
2016-06-10;3.0;18.125;13;;3;31
2016-06-11;0.0;17.375;12;;0;3
2016-06-12;7.0;13.875;7;61.0;7;61
2016-06-13;7.0;15.25;11;63.0;7;63
2016-06-14;7.0;16.5;8;61.0;7;61
2016-06-15;6.0;18.25;8;95.0;6;95
2016-06-16;6.0;18.25;7;63.0;6;63
2016-06-17;6.0;18.125;10;21.0;6;21
2016-06-18;6.0;18.0;12;21.0;6;21
2016-06-19;7.0;16.0;14;;7;61
2016-06-20;4.0;20.875;10;61.0;4;61
2016-06-21;4.0;19.875;9;;4;34
2016-06-22;5.0;22.125;9;61.0;5;61
2016-06-23;5.0;27.875;8;;5;43
2016-06-24;5.0;24.125;9;;5;61
2016-06-25;7.0;18.25;14;95.0;7;95
2016-06-26;5.0;19.25;11;0.0;5;0
2016-06-27;7.0;19.375;10;61.0;7;61
2016-06-28;4.0;18.375;11;21.0;4;21
2016-06-29;5.0;18.75;9;21.0;5;21
2016-06-30;7.0;18.25;9;61.0;7;61
2016-07-01;8.0;19.25;7;63.0;8;63
2016-07-02;7.0;15.625;12;61.0;7;61
2016-07-03;4.0;17.125;12;61.0;4;61
2016-07-04;6.0;17.25;10;61.0;6;61
2016-07-05;7.0;17.125;10;95.0;7;95
2016-07-06;5.0;16.5;22;21.0;5;21
2016-07-07;6.0;18.25;11;21.0;6;21
2016-07-08;6.0;19.125;8;63.0;6;63
2016-07-09;5.0;19.125;12;;5;41
2016-07-10;6.0;24.125;8;;6;52
2016-07-11;6.0;20.0;13;21.0;6;21
2016-07-12;4.0;19.125;14;95.0;4;95
2016-07-13;6.0;16.375;6;63.0;6;63
2016-07-14;7.0;16.375;12;53.0;7;53
2016-07-15;7.0;17.0;16;61.0;7;61
2016-07-16;7.0;18.0;10;61.0;7;61
2016-07-17;7.0;17.25;9;61.0;7;61
2016-07-18;7.0;18.5;15;21.0;7;21
2016-07-19;6.0;22.375;12;20.0;6;20
2016-07-20;0.0;26.0;9;;0;1
2016-07-21;3.0;25.875;8;;3;39
2016-07-22;3.0;26.0;6;21.0;3;21
2016-07-23;3.0;25.375;9;;3;39
2016-07-24;0.0;25.25;10;;0;1
2016-07-25;4.0;25.375;7;95.0;4;95
2016-07-26;3.0;21.875;9;20.0;3;20
2016-07-27;4.0;21.375;6;;4;58
2016-07-28;4.0;21.25;7;20.0;4;20
2016-07-29;6.0;21.0;10;65.0;6;65
2016-07-30;4.0;19.625;10;65.0;4;65
2016-07-31;7.0;17.375;6;61.0;7;61
2016-08-01;3.0;18.5;14;61.0;3;61
2016-08-02;4.0;19.75;7;20.0;4;20
2016-08-03;7.0;19.375;9;61.0;7;61
2016-08-04;6.0;20.375;11;61.0;6;61
2016-08-05;4.0;20.5;15;21.0;4;21
2016-08-06;5.0;17.5;14;95.0;5;95
2016-08-07;6.0;21.125;13;21.0;6;21
2016-08-08;5.0;19.0;18;21.0;5;21
2016-08-09;5.0;15.375;18;21.0;5;21
2016-08-10;4.0;14.5;15;95.0;4;95
2016-08-11;7.0;13.875;9;61.0;7;61
2016-08-12;7.0;18.25;12;61.0;7;61
2016-08-13;7.0;18.125;12;61.0;7;61
2016-08-14;6.0;18.125;12;21.0;6;21
2016-08-15;5.0;18.625;11;;5;29
2016-08-16;2.0;19.375;10;;2;24
2016-08-17;0.0;19.571428;8;;0;4
2016-08-18;3.0;18.25;9;;3;10
2016-08-19;3.0;20.375;8;;3;4
2016-08-20;7.0;20.25;9;61.0;7;61
2016-08-21;4.0;19.875;9;21.0;4;21
2016-08-22;7.0;18.375;10;65.0;7;65
2016-08-23;6.0;21.75;8;;6;56
2016-08-24;0.0;25.375;6;;0;0
2016-08-25;0.0;28.375;6;;0;5
2016-08-26;0.0;27.75;13;;0;15
2016-08-27;0.0;20.375;8;;0;4
2016-08-28;4.0;21.875;12;63.0;4;63
2016-08-29;3.0;18.5;15;21.0;3;21
2016-08-30;2.0;20.25;12;;2;10
2016-08-31;0.0;23.125;6;;0;0
2016-09-01;5.0;20.25;13;21.0;5;21
2016-09-02;4.0;19.125;8;61.0;4;61
2016-09-03;5.0;19.25;12;21.0;5;21
2016-09-04;6.0;19.25;8;61.0;6;61
2016-09-05;0.0;19.125;12;0.0;0;0
2016-09-06;2.0;21.75;6;;2;14
2016-09-07;0.0;23.625;6;;0;0
2016-09-08;0.0;25.625;7;;0;1
2016-09-09;2.0;21.375;10;0.0;2;0
2016-09-10;0.0;23.875;6;;0;0
2016-09-11;6.0;20.875;10;;6;48
2016-09-12;0.0;25.375;8;;0;1
2016-09-13;0.0;27.875;8;;0;1
2016-09-14;0.0;25.25;9;;0;1
2016-09-15;0.0;23.75;13;;0;2
2016-09-16;4.0;22.75;8;0.0;4;0
2016-09-17;5.0;18.875;14;;5;29
2016-09-18;7.0;16.75;15;21.0;7;21
2016-09-19;7.0;17.0;9;;7;61
2016-09-20;5.0;17.5;8;;5;50
2016-09-21;3.0;18.375;10;;3;13
2016-09-22;4.0;18.5;6;;4;0
2016-09-23;4.0;18.625;12;21.0;4;21
2016-09-24;0.0;18.625;6;;0;5
2016-09-25;0.0;21.375;8;;0;4
2016-09-26;4.0;18.25;6;0.0;4;0
2016-09-27;0.0;19.875;6;0.0;0;0
2016-09-28;6.0;19.125;19;;6;45
2016-09-29;7.0;17.375;13;61.0;7;61
2016-09-30;6.0;14.0;11;61.0;6;61
2016-10-01;3.0;15.875;6;;3;10
2016-10-02;3.0;15.75;7;21.0;3;21
2016-10-03;7.0;14.375;18;61.0;7;61
2016-10-04;5.0;13.25;16;;5;19
2016-10-05;3.0;12.0;19;;3;14
2016-10-06;7.0;11.25;17;20.0;7;20
2016-10-07;7.0;11.125;15;0.0;7;0
2016-10-08;5.0;11.625;16;;5;34
2016-10-09;7.0;9.125;10;61.0;7;61
2016-10-10;7.0;11.125;10;61.0;7;61
2016-10-11;7.0;9.875;20;61.0;7;61
2016-10-12;7.0;9.75;18;63.0;7;63
2016-10-13;6.0;10.875;15;0.0;6;0
2016-10-14;7.0;9.125;13;61.0;7;61
2016-10-15;8.0;8.625;12;61.0;8;61
2016-10-16;8.0;11.375;6;10.0;8;10
2016-10-17;8.0;9.75;6;10.0;8;10
2016-10-18;7.0;13.25;6;28.0;7;28
2016-10-19;8.0;7.625;4;61.0;8;61
2016-10-20;7.0;10.125;10;21.0;7;21
2016-10-21;6.0;9.875;10;61.0;6;61
2016-10-22;8.0;8.125;12;61.0;8;61
2016-10-23;7.0;8.625;4;21.0;7;21
2016-10-24;5.0;9.25;8;10.0;5;10
2016-10-25;5.0;9.0;8;0.0;5;0
2016-10-26;6.0;7.375;6;10.0;6;10
2016-10-27;7.0;13.375;9;21.0;7;21
2016-10-28;6.0;12.75;15;21.0;6;21
2016-10-29;4.0;11.375;16;20.0;4;20
2016-10-30;4.0;11.0;9;5.0;4;5
2016-10-31;7.0;12.125;6;61.0;7;61
2016-11-01;6.0;10.125;12;61.0;6;61
2016-11-02;4.0;7.25;13;21.0;4;21
2016-11-03;4.0;5.875;5;;4;24
2016-11-04;7.0;7.875;8;61.0;7;61
2016-11-05;7.0;5.5;5;61.0;7;61
2016-11-06;7.0;6.625;6;61.0;7;61
2016-11-07;7.0;3.5;14;61.0;7;61
2016-11-08;7.0;0.75;14;71.0;7;71
2016-11-09;0.0;1.25;4;10.0;0;10
2016-11-10;7.0;4.0;8;22.0;7;22
2016-11-11;4.0;4.875;10;21.0;4;21
2016-11-12;3.0;1.625;6;49.0;3;49
2016-11-13;4.0;1.375;9;5.0;4;5
2016-11-14;4.0;2.0;10;5.0;4;5
2016-11-15;7.0;7.75;9;61.0;7;61
2016-11-16;7.0;8.75;11;61.0;7;61
2016-11-17;6.0;7.75;9;21.0;6;21
2016-11-18;4.0;7.25;13;21.0;4;21
2016-11-19;6.0;6.625;11;21.0;6;21
2016-11-20;6.0;6.375;12;63.0;6;63
2016-11-21;7.0;11.5;6;61.0;7;61
2016-11-22;7.0;12.125;7;;7;53
2016-11-23;7.0;10.0;5;10.0;7;10
2016-11-24;0.0;4.5;8;10.0;0;10
2016-11-25;7.0;4.0;4;45.0;7;45
2016-11-26;7.0;5.875;10;61.0;7;61
2016-11-27;0.0;5.625;9;5.0;0;5
2016-11-28;1.0;2.875;11;;1;20
2016-11-29;3.0;3.0;9;10.0;3;10
2016-11-30;7.0;6.25;12;61.0;7;61
2016-12-01;8.0;8.5;19;61.0;8;61
2016-12-02;0.0;3.625;8;0.0;0;0
2016-12-03;4.0;-0.75;6;49.0;4;49
2016-12-04;8.0;4.125;6;;8;36
2016-12-05;7.0;3.0;7;;7;57
2016-12-06;7.0;6.25;5;61.0;7;61
2016-12-07;7.0;4.5;10;61.0;7;61
2016-12-08;8.0;8.625;12;10.0;8;10
2016-12-09;7.0;8.875;13;20.0;7;20
2016-12-10;7.0;9.5;10;61.0;7;61
2016-12-12;7.0;4.875;4;61.0;7;61
2016-12-13;7.0;6.285714;5;10.0;7;10
2016-12-14;7.0;4.625;6;45.0;7;45
2016-12-15;7.0;0.0;8;49.0;7;49
2016-12-16;8.0;-1.0;5;10.0;8;10
2016-12-17;8.0;2.125;6;10.0;8;10
2016-12-18;7.0;7.0;8;0.0;7;0
2016-12-19;8.0;5.75;4;0.0;8;0
2016-12-20;8.0;1.5;7;10.0;8;10
2016-12-21;6.0;3.625;10;10.0;6;10
2016-12-22;7.0;5.25;8;61.0;7;61
2016-12-23;7.0;6.375;9;10.0;7;10
2016-12-24;6.0;6.125;14;95.0;6;95
2016-12-25;7.0;9.375;16;61.0;7;61
2016-12-26;4.0;6.875;25;22.0;4;22
2016-12-27;6.0;8.25;21;;6;61
2016-12-28;4.0;7.125;12;0.0;4;0
2016-12-29;3.0;3.75;11;10.0;3;10
2016-12-30;4.0;1.75;10;10.0;4;10
2016-12-31;7.0;4.875;13;28.0;7;28
2017-01-01;8.0;5.5;12;61.0;8;61
2017-01-02;3.0;1.625;8;0.0;3;0
2017-01-03;7.0;6.0;16;61.0;7;61
2017-01-04;4.0;4.0;19;20.0;4;20
2017-01-05;4.0;-2.875;15;0.0;4;0
2017-01-06;1.0;-4.25;6;;1;12
2017-01-07;8.0;-0.5;11;71.0;8;71
2017-01-08;8.0;2.25;4;10.0;8;10
2017-01-09;8.0;2.5;6;20.0;8;20
2017-01-10;7.0;2.625;9;10.0;7;10
2017-01-11;7.0;4.625;15;61.0;7;61
2017-01-12;4.0;4.5;16;61.0;4;61
2017-01-13;3.0;3.125;7;61.0;3;61
2017-01-14;2.0;1.75;10;61.0;2;61
2017-01-15;5.0;1.375;10;71.0;5;71
2017-01-16;0.0;0.25;9;0.0;0;0
2017-01-17;7.0;0.5;4;10.0;7;10
2017-01-18;7.0;0.125;8;20.0;7;20
2017-01-19;8.0;1.5;8;61.0;8;61
2017-01-20;8.0;3.625;5;21.0;8;21
2017-01-21;7.0;5.75;5;10.0;7;10
2017-01-22;8.0;1.375;5;10.0;8;10
2017-01-23;7.0;1.125;8;10.0;7;10
2017-01-24;7.0;1.875;8;45.0;7;45
2017-01-25;7.0;-1.25;6;49.0;7;49
2017-01-26;6.0;1.0;7;10.0;6;10
2017-01-27;0.0;2.142857;7;5.0;0;5
2017-01-28;1.0;2.875;5;5.0;1;5
2017-01-29;7.0;4.75;8;61.0;7;61
2017-01-30;7.0;2.625;13;61.0;7;61
2017-01-31;7.0;3.125;15;10.0;7;10
2017-02-01;7.0;1.125;8;20.0;7;20
2017-02-02;7.0;1.75;6;61.0;7;61
2017-02-03;7.0;1.625;6;45.0;7;45
2017-02-04;7.0;5.75;6;61.0;7;61
2017-02-05;8.0;2.0;10;61.0;8;61
2017-02-06;7.0;2.5;12;61.0;7;61
2017-02-07;7.0;0.0;12;77.0;7;77
2017-02-08;8.0;-2.0;8;77.0;8;77
2017-02-09;8.0;-2.125;11;22.0;8;22
