Datum;Temperatur;Windgeschwindigkeit;bewoelkung_time;wettercode_knn;temp_category;wettercode_agg
2015-11-12;13.125;17;2;0;high;1
2015-11-13;11.75;19;4;21;high;2
2015-11-14;8.125;14;4;21;medium;2
2015-11-15;8.5;4;7;61;medium;3
2015-11-16;12.25;12;7;53;high;3
2015-11-17;10.75;8;7;21;high;2
2015-11-18;10.75;19;6;21;high;2
2015-11-19;10.125;20;7;61;high;3
2015-11-20;7.75;9;7;61;high;3
2015-11-21;4.5;15;7;63;medium;3
2015-11-22;2.25;18;7;73;low;5
2015-11-23;3.125;8;4;18;medium;2
2015-11-24;3.125;14;7;61;medium;3
2015-11-25;5.125;7;7;61;medium;3
2015-11-26;5.5;7;0;6;medium;2
2015-11-27;5.25;11;7;53;medium;3
2015-11-28;6.125;11;2;61;medium;3
2015-11-29;8.25;15;7;63;high;3
2015-11-30;5.75;18;5;61;medium;3
2015-12-01;6.75;10;6;21;medium;2
2015-12-02;10.5;9;7;21;high;2
2015-12-03;9.125;8;8;61;high;3
2015-12-04;9.25;17;6;61;high;3
2015-12-05;9.0;14;6;61;high;3
2015-12-06;10.875;19;7;20;high;2
2015-12-07;8.25;3;6;39;medium;2
2015-12-08;10.75;8;0;0;high;1
2015-12-09;8.75;12;3;21;medium;2
2015-12-10;6.625;13;7;21;medium;2
2015-12-11;6.125;11;5;63;medium;3
2015-12-12;6.875;10;3;61;medium;3
2015-12-13;5.25;9;1;8;medium;2
2015-12-14;3.625;6;7;21;medium;2
2015-12-15;5.5;8;7;61;medium;3
2015-12-16;6.25;7;8;10;medium;2
2015-12-17;11.875;9;7;53;high;3
2015-12-18;10.375;15;8;61;high;3
2015-12-19;11.375;10;6;0;high;1
2015-12-20;12.5;9;5;33;high;2
2015-12-21;10.25;14;7;21;high;2
2015-12-22;11.25;17;7;61;high;3
2015-12-23;10.375;20;6;61;high;3
2015-12-24;8.375;11;3;61;medium;3
2015-12-25;7.875;14;2;0;medium;1
2015-12-26;12.75;18;7;63;high;3
2015-12-27;10.875;15;7;61;high;3
2015-12-28;4.75;11;8;53;medium;3
2015-12-29;5.125;11;7;51;medium;3
2015-12-30;5.25;9;8;0;medium;1
2015-12-31;2.0;10;7;61;low;3
2016-01-01;4.5;6;7;28;medium;2
2016-01-02;0.0;16;8;10;low;2
2016-01-03;-5.5;13;7;0;low;1
2016-01-04;-6.0;15;5;10;low;2
2016-01-05;-3.625;14;1;5;low;2
2016-01-06;-3.0;12;0;5;low;2
2016-01-07;-4.0;13;7;22;low;2
2016-01-08;1.75;20;7;61;medium;3
2016-01-09;2.875;6;4;21;medium;2
2016-01-10;2.125;8;7;63;medium;3
2016-01-11;2.5;6;7;45;low;2
2016-01-12;4.0;8;7;63;medium;3
2016-01-13;1.875;14;8;61;medium;3
2016-01-14;1.75;6;6;10;medium;2
2016-01-15;2.125;12;7;10;medium;2
2016-01-16;0.5;5;7;10;low;2
2016-01-17;-1.375;9;3;31;low;2
2016-01-18;-1.75;6;6;10;low;2
2016-01-19;-2.5;10;7;73;low;5
2016-01-20;-1.625;8;7;28;low;2
2016-01-21;-4.875;5;4;20;low;2
2016-01-22;-3.0;7;1;10;low;2
2016-01-23;3.125;6;6;49;medium;2
2016-01-24;5.125;7;7;10;medium;2
2016-01-25;9.0;9;8;45;high;2
2016-01-26;7.875;9;7;33;high;2
2016-01-27;10.375;15;7;61;high;3
2016-01-28;6.75;16;5;21;high;2
2016-01-29;8.125;17;7;61;high;3
2016-01-30;6.625;17;7;65;high;4
2016-01-31;4.125;13;6;61;medium;3
2016-02-01;7.875;21;7;61;high;3
2016-02-02;7.5;20;6;61;high;3
2016-02-03;4.75;15;6;61;high;3
2016-02-04;4.25;12;5;22;medium;2
2016-02-05;4.5;10;7;61;medium;3
2016-02-06;9.375;11;7;21;high;2
2016-02-07;9.75;12;6;21;high;2
2016-02-08;8.5;16;7;63;high;3
2016-02-09;6.75;15;5;61;medium;3
2016-02-10;3.75;9;7;61;medium;3
2016-02-11;5.25;7;7;61;medium;3
2016-02-12;3.5;6;7;61;medium;3
2016-02-13;2.0;8;6;20;medium;2
2016-02-14;2.875;20;8;61;medium;3
2016-02-15;0.75;14;8;53;low;3
2016-02-16;2.125;5;0;7;medium;2
2016-02-17;1.75;10;1;0;low;1
2016-02-18;1.875;6;5;10;low;2
2016-02-19;3.25;6;7;61;low;3
2016-02-20;6.0;12;7;61;medium;3
2016-02-21;6.875;12;7;61;medium;3
2016-02-22;5.875;15;6;61;medium;3
2016-02-23;6.125;17;4;61;medium;3
2016-02-24;4.0;15;3;61;medium;3
2016-02-25;3.5;10;6;53;medium;3
2016-02-26;3.625;8;6;55;medium;3
2016-02-27;1.5;5;4;45;medium;2
2016-02-28;3.5;6;1;0;medium;1
2016-02-29;2.125;10;7;0;medium;1
2016-03-01;2.25;8;5;37;medium;2
2016-03-02;5.0;16;7;63;medium;3
2016-03-03;4.75;5;7;21;medium;2
2016-03-04;3.875;9;2;10;medium;2
2016-03-05;3.25;5;8;61;low;3
2016-03-06;4.5;11;7;10;medium;2
2016-03-07;4.75;10;6;20;medium;2
2016-03-08;5.0;10;6;61;medium;3
2016-03-09;6.75;9;0;5;medium;2
2016-03-10;4.375;11;8;10;medium;2
2016-03-11;3.5;11;8;53;low;3
2016-03-12;2.75;7;8;0;low;1
2016-03-13;0.875;8;8;10;low;2
2016-03-14;5.0;8;8;10;medium;2
2016-03-15;5.75;12;5;61;medium;3
2016-03-16;6.375;11;1;0;medium;1
2016-03-17;9.25;12;0;0;medium;1
2016-03-18;5.375;9;8;21;medium;2
2016-03-19;6.0;15;7;45;medium;2
2016-03-20;8.625;15;6;61;medium;3
2016-03-21;7.5;19;7;61;medium;3
2016-03-22;8.125;13;7;61;medium;3
2016-03-23;9.125;13;1;3;medium;1
2016-03-24;7.375;10;7;21;medium;2
2016-03-25;7.875;7;8;61;medium;3
2016-03-26;9.75;9;1;0;high;1
2016-03-27;8.625;12;7;61;medium;3
2016-03-28;11.625;18;6;61;medium;3
2016-03-29;10.0;13;6;21;medium;2
2016-03-30;8.5;15;5;61;medium;3
2016-03-31;9.0;13;4;21;medium;2
2016-04-01;9.125;7;0;5;medium;2
2016-04-02;12.75;8;3;14;medium;2
2016-04-03;15.5;5;7;21;high;2
2016-04-04;17.375;6;6;21;high;2
2016-04-05;10.0;7;7;61;medium;3
2016-04-06;11.125;12;6;61;medium;3
2016-04-07;8.625;13;6;21;medium;2
2016-04-08;9.0;9;6;63;medium;3
2016-04-09;10.125;11;4;0;medium;1
2016-04-10;10.875;13;7;29;medium;2
2016-04-11;10.0;15;1;5;medium;2
2016-04-12;8.0;9;6;61;medium;3
2016-04-13;9.75;11;5;10;medium;2
2016-04-14;10.0;8;6;0;medium;1
2016-04-15;10.625;8;7;61;medium;3
2016-04-16;12.75;15;6;53;high;3
2016-04-17;9.875;19;4;21;medium;2
2016-04-18;9.625;16;7;21;medium;2
2016-04-19;9.5;23;5;21;medium;2
2016-04-20;10.5;17;2;22;medium;2
2016-04-21;11.625;16;2;9;low;2
2016-04-22;10.5;12;5;57;medium;3
2016-04-23;8.875;17;3;21;medium;2
2016-04-24;5.75;10;4;21;low;2
2016-04-25;4.625;10;8;61;low;3
2016-04-26;2.5;7;7;75;low;5
2016-04-27;4.875;8;7;61;low;3
2016-04-28;7.5;16;6;61;low;3
2016-04-29;9.75;13;6;61;medium;3
2016-04-30;8.0;7;8;61;low;3
2016-05-01;10.75;9;0;11;medium;2
2016-05-02;17.875;6;1;12;high;2
2016-05-03;11.375;15;6;61;medium;3
2016-05-04;12.375;10;1;5;medium;2
2016-05-05;15.125;13;0;15;medium;2
2016-05-06;19.0;14;0;4;high;2
2016-05-07;22.125;12;0;4;high;2
2016-05-08;21.375;17;0;4;high;2
2016-05-09;19.875;12;0;3;medium;1
2016-05-10;20.875;14;0;4;high;2
2016-05-11;20.625;15;0;4;high;2
2016-05-12;15.625;17;0;0;medium;1
2016-05-13;17.5;16;2;65;high;4
2016-05-14;10.0;14;7;21;low;2
2016-05-15;9.75;12;6;61;low;3
2016-05-16;11.25;16;5;41;medium;2
2016-05-17;10.75;15;7;21;medium;2
2016-05-18;16.75;7;5;20;medium;2
2016-05-19;19.5;10;2;0;high;1
2016-05-20;14.75;11;8;61;medium;3
2016-05-21;19.375;9;6;21;medium;2
2016-05-22;25.0;9;1;1;high;1
2016-05-23;15.5;8;7;21;medium;2
2016-05-24;14.25;10;8;21;medium;2
2016-05-25;16.5;6;7;20;medium;2
2016-05-26;14.375;6;7;61;medium;3
2016-05-27;15.875;9;4;61;medium;3
2016-05-28;18.625;11;2;9;medium;2
2016-05-29;17.0;13;6;21;medium;2
2016-05-30;20.25;17;4;0;medium;1
2016-05-31;20.625;13;1;0;high;1
2016-06-01;21.75;16;4;0;high;1
2016-06-02;21.5;13;1;16;medium;2
2016-06-03;21.875;10;0;4;high;2
2016-06-04;24.5;7;0;1;high;1
2016-06-05;25.25;9;0;1;high;1
2016-06-06;22.875;15;1;16;high;2
2016-06-07;25.375;8;1;4;high;2
2016-06-08;18.875;13;4;51;medium;3
2016-06-09;19.5;16;1;4;medium;2
2016-06-10;18.125;13;3;31;medium;2
2016-06-11;17.375;12;0;3;medium;1
2016-06-12;13.875;7;7;61;low;3
2016-06-13;15.25;11;7;63;medium;3
2016-06-14;16.5;8;7;61;medium;3
2016-06-15;18.25;8;6;95;medium;4
2016-06-16;18.25;7;6;63;medium;3
2016-06-17;18.125;10;6;21;medium;2
2016-06-18;18.0;12;6;21;medium;2
2016-06-19;16.0;14;7;61;medium;3
2016-06-20;20.875;10;4;61;medium;3
2016-06-21;19.875;9;4;34;medium;2
2016-06-22;22.125;9;5;61;high;3
2016-06-23;27.875;8;5;43;high;2
2016-06-24;24.125;9;5;61;high;3
2016-06-25;18.25;14;7;95;medium;4
2016-06-26;19.25;11;5;0;medium;1
2016-06-27;19.375;10;7;61;medium;3
2016-06-28;18.375;11;4;21;medium;2
2016-06-29;18.75;9;5;21;medium;2
2016-06-30;18.25;9;7;61;medium;3
2016-07-01;19.25;7;8;63;medium;3
2016-07-02;15.625;12;7;61;medium;3
2016-07-03;17.125;12;4;61;low;3
2016-07-04;17.25;10;6;61;medium;3
2016-07-05;17.125;10;7;95;medium;4
2016-07-06;16.5;22;5;21;medium;2
2016-07-07;18.25;11;6;21;medium;2
2016-07-08;19.125;8;6;63;medium;3
2016-07-09;19.125;12;5;41;medium;2
2016-07-10;24.125;8;6;52;high;2
2016-07-11;20.0;13;6;21;medium;2
2016-07-12;19.125;14;4;95;medium;4
2016-07-13;16.375;6;6;63;low;3
2016-07-14;16.375;12;7;53;low;3
2016-07-15;17.0;16;7;61;medium;3
2016-07-16;18.0;10;7;61;medium;3
2016-07-17;17.25;9;7;61;medium;3
2016-07-18;18.5;15;7;21;medium;2
2016-07-19;22.375;12;6;20;medium;2
2016-07-20;26.0;9;0;1;high;1
2016-07-21;25.875;8;3;39;high;2
2016-07-22;26.0;6;3;21;medium;2
2016-07-23;25.375;9;3;39;medium;2
2016-07-24;25.25;10;0;1;medium;1
2016-07-25;25.375;7;4;95;medium;4
2016-07-26;21.875;9;3;20;medium;2
2016-07-27;21.375;6;4;58;medium;3
2016-07-28;21.25;7;4;20;medium;2
2016-07-29;21.0;10;6;65;medium;4
2016-07-30;19.625;10;4;65;medium;4
2016-07-31;17.375;6;7;61;medium;3
2016-08-01;18.5;14;3;61;low;3
2016-08-02;19.75;7;4;20;low;2
2016-08-03;19.375;9;7;61;low;3
2016-08-04;20.375;11;6;61;medium;3
2016-08-05;20.5;15;4;21;medium;2
2016-08-06;17.5;14;5;95;low;4
2016-08-07;21.125;13;6;21;medium;2
2016-08-08;19.0;18;5;21;medium;2
2016-08-09;15.375;18;5;21;low;2
2016-08-10;14.5;15;4;95;low;4
2016-08-11;13.875;9;7;61;low;3
2016-08-12;18.25;12;7;61;medium;3
2016-08-13;18.125;12;7;61;medium;3
2016-08-14;18.125;12;6;21;medium;2
2016-08-15;18.625;11;5;29;medium;2
2016-08-16;19.375;10;2;24;medium;2
2016-08-17;19.571428;8;0;4;medium;2
2016-08-18;18.25;9;3;10;medium;2
2016-08-19;20.375;8;3;4;medium;2
2016-08-20;20.25;9;7;61;medium;3
2016-08-21;19.875;9;4;21;medium;2
2016-08-22;18.375;10;7;65;medium;4
2016-08-23;21.75;8;6;56;medium;3
2016-08-24;25.375;6;0;0;high;1
2016-08-25;28.375;6;0;5;high;2
2016-08-26;27.75;13;0;15;high;2
2016-08-27;20.375;8;0;4;medium;2
2016-08-28;21.875;12;4;63;high;3
2016-08-29;18.5;15;3;21;low;2
2016-08-30;20.25;12;2;10;medium;2
2016-08-31;23.125;6;0;0;high;1
2016-09-01;20.25;13;5;21;high;2
2016-09-02;19.125;8;4;61;medium;3
2016-09-03;19.25;12;5;21;medium;2
2016-09-04;19.25;8;6;61;medium;3
2016-09-05;19.125;12;0;0;medium;1
2016-09-06;21.75;6;2;14;medium;2
2016-09-07;23.625;6;0;0;high;1
2016-09-08;25.625;7;0;1;high;1
2016-09-09;21.375;10;2;0;high;1
2016-09-10;23.875;6;0;0;high;1
2016-09-11;20.875;10;6;48;high;2
2016-09-12;25.375;8;0;1;high;1
2016-09-13;27.875;8;0;1;high;1
2016-09-14;25.25;9;0;1;high;1
2016-09-15;23.75;13;0;2;high;1
2016-09-16;22.75;8;4;0;high;1
2016-09-17;18.875;14;5;29;medium;2
2016-09-18;16.75;15;7;21;medium;2
2016-09-19;17.0;9;7;61;medium;3
2016-09-20;17.5;8;5;50;medium;3
2016-09-21;18.375;10;3;13;high;2
2016-09-22;18.5;6;4;0;high;1
2016-09-23;18.625;12;4;21;high;2
2016-09-24;18.625;6;0;5;high;2
2016-09-25;21.375;8;0;4;high;2
2016-09-26;18.25;6;4;0;high;1
2016-09-27;19.875;6;0;0;high;1
2016-09-28;19.125;19;6;45;high;2
2016-09-29;17.375;13;7;61;medium;3
2016-09-30;14.0;11;6;61;medium;3
2016-10-01;15.875;6;3;10;medium;2
2016-10-02;15.75;7;3;21;medium;2
2016-10-03;14.375;18;7;61;medium;3
2016-10-04;13.25;16;5;19;medium;2
2016-10-05;12.0;19;3;14;medium;2
2016-10-06;11.25;17;7;20;low;2
2016-10-07;11.125;15;7;0;medium;1
2016-10-08;11.625;16;5;34;medium;2
2016-10-09;9.125;10;7;61;low;3
2016-10-10;11.125;10;7;61;medium;3
2016-10-11;9.875;20;7;61;low;3
2016-10-12;9.75;18;7;63;medium;3
2016-10-13;10.875;15;6;0;medium;1
2016-10-14;9.125;13;7;61;medium;3
2016-10-15;8.625;12;8;61;medium;3
2016-10-16;11.375;6;8;10;medium;2
2016-10-17;9.75;6;8;10;low;2
2016-10-18;13.25;6;7;28;medium;2
2016-10-19;7.625;4;8;61;low;3
2016-10-20;10.125;10;7;21;low;2
2016-10-21;9.875;10;6;61;low;3
2016-10-22;8.125;12;8;61;low;3
2016-10-23;8.625;4;7;21;low;2
2016-10-24;9.25;8;5;10;low;2
2016-10-25;9.0;8;5;0;low;1
2016-10-26;7.375;6;6;10;medium;2
2016-10-27;13.375;9;7;21;medium;2
2016-10-28;12.75;15;6;21;medium;2
2016-10-29;11.375;16;4;20;medium;2
2016-10-30;11.0;9;4;5;medium;2
2016-10-31;12.125;6;7;61;medium;3
2016-11-01;10.125;12;6;61;medium;3
2016-11-02;7.25;13;4;21;low;2
2016-11-03;5.875;5;4;24;medium;2
2016-11-04;7.875;8;7;61;medium;3
2016-11-05;5.5;5;7;61;low;3
2016-11-06;6.625;6;7;61;medium;3
2016-11-07;3.5;14;7;61;low;3
2016-11-08;0.75;14;7;71;low;5
2016-11-09;1.25;4;0;10;low;2
2016-11-10;4.0;8;7;22;low;2
2016-11-11;4.875;10;4;21;low;2
2016-11-12;1.625;6;3;49;low;2
2016-11-13;1.375;9;4;5;low;2
2016-11-14;2.0;10;4;5;low;2
2016-11-15;7.75;9;7;61;medium;3
2016-11-16;8.75;11;7;61;medium;3
2016-11-17;7.75;9;6;21;medium;2
2016-11-18;7.25;13;4;21;medium;2
2016-11-19;6.625;11;6;21;medium;2
2016-11-20;6.375;12;6;63;medium;3
2016-11-21;11.5;6;7;61;high;3
2016-11-22;12.125;7;7;53;high;3
2016-11-23;10.0;5;7;10;medium;2
2016-11-24;4.5;8;0;10;medium;2
2016-11-25;4.0;4;7;45;medium;2
2016-11-26;5.875;10;7;61;medium;3
2016-11-27;5.625;9;0;5;medium;2
2016-11-28;2.875;11;1;20;medium;2
2016-11-29;3.0;9;3;10;medium;2
2016-11-30;6.25;12;7;61;medium;3
2016-12-01;8.5;19;8;61;medium;3
2016-12-02;3.625;8;0;0;medium;1
2016-12-03;-0.75;6;4;49;low;2
2016-12-04;4.125;6;8;36;medium;2
2016-12-05;3.0;7;7;57;medium;3
2016-12-06;6.25;5;7;61;medium;3
2016-12-07;4.5;10;7;61;medium;3
2016-12-08;8.625;12;8;10;medium;2
2016-12-09;8.875;13;7;20;medium;2
2016-12-10;9.5;10;7;61;high;3
2016-12-12;4.875;4;7;61;medium;3
2016-12-13;6.285714;5;7;10;high;2
2016-12-14;4.625;6;7;45;medium;2
2016-12-15;0.0;8;7;49;low;2
2016-12-16;-1.0;5;8;10;low;2
2016-12-17;2.125;6;8;10;medium;2
2016-12-18;7.0;8;7;0;medium;1
2016-12-19;5.75;4;8;0;medium;1
2016-12-20;1.5;7;8;10;low;2
2016-12-21;3.625;10;6;10;medium;2
2016-12-22;5.25;8;7;61;medium;3
2016-12-23;6.375;9;7;10;medium;2
2016-12-24;6.125;14;6;95;medium;4
2016-12-25;9.375;16;7;61;medium;3
2016-12-26;6.875;25;4;22;medium;2
2016-12-27;8.25;21;6;61;medium;3
2016-12-28;7.125;12;4;0;medium;1
2016-12-29;3.75;11;3;10;medium;2
2016-12-30;1.75;10;4;10;low;2
2016-12-31;4.875;13;7;28;medium;2
2017-01-01;5.5;12;8;61;medium;3
2017-01-02;1.625;8;3;0;low;1
2017-01-03;6.0;16;7;61;medium;3
2017-01-04;4.0;19;4;20;medium;2
2017-01-05;-2.875;15;4;0;low;1
2017-01-06;-4.25;6;1;12;low;2
2017-01-07;-0.5;11;8;71;medium;5
2017-01-08;2.25;4;8;10;medium;2
2017-01-09;2.5;6;8;20;medium;2
2017-01-10;2.625;9;7;10;medium;2
2017-01-11;4.625;15;7;61;medium;3
2017-01-12;4.5;16;4;61;medium;3
2017-01-13;3.125;7;3;61;medium;3
2017-01-14;1.75;10;2;61;medium;3
2017-01-15;1.375;10;5;71;medium;5
2017-01-16;0.25;9;0;0;low;1
2017-01-17;0.5;4;7;10;medium;2
2017-01-18;0.125;8;7;20;medium;2
2017-01-19;1.5;8;8;61;medium;3
2017-01-20;3.625;5;8;21;high;2
2017-01-21;5.75;5;7;10;high;2
2017-01-22;1.375;5;8;10;medium;2
2017-01-23;1.125;8;7;10;medium;2
2017-01-24;1.875;8;7;45;medium;2
2017-01-25;-1.25;6;7;49;medium;2
2017-01-26;1.0;7;6;10;medium;2
2017-01-27;2.142857;7;0;5;medium;2
2017-01-28;2.875;5;1;5;medium;2
2017-01-29;4.75;8;7;61;medium;3
2017-01-30;2.625;13;7;61;medium;3
2017-01-31;3.125;15;7;10;medium;2
2017-02-01;1.125;8;7;20;medium;2
2017-02-02;1.75;6;7;61;medium;3
2017-02-03;1.625;6;7;45;medium;2
2017-02-04;5.75;6;7;61;medium;3
2017-02-05;2.0;10;8;61;medium;3
2017-02-06;2.5;12;7;61;medium;3
2017-02-07;0.0;12;7;77;medium;4
2017-02-08;-2.0;8;8;77;low;4
2017-02-09;-2.125;11;8;22;low;2
2017-02-10;-1.75;16;7;10;low;2
2017-02-11;0.0;17;7;0;medium;1
2017-02-12;0.375;17;8;10;medium;2
2017-02-13;-0.25;10;0;10;medium;2
2017-02-14;-0.75;8;2;49;low;2
2017-02-15;5.875;4;0;5;medium;2
2017-02-16;6.25;10;7;61;medium;3
2017-02-17;6.0;9;7;61;medium;3
2017-02-18;4.625;12;7;20;medium;2
2017-02-19;5.625;8;7;61;medium;3
2017-02-20;8.0;16;7;61;medium;3
2017-02-21;7.625;18;6;57;medium;3
2017-02-22;7.375;20;6;61;medium;3
2017-02-23;4.375;22;7;63;medium;3
2017-02-24;4.125;15;1;21;medium;2
2017-02-25;3.375;12;7;61;medium;3
2017-02-26;7.5;11;7;61;medium;3
2017-02-27;10.75;11;8;45;medium;2
2017-02-28;6.0;15;6;21;medium;2
2017-03-01;5.0;14;6;63;medium;3
2017-03-02;6.5;16;3;21;medium;2
2017-03-03;8.375;10;2;0;medium;1
2017-03-04;9.125;5;6;5;high;2
2017-03-05;7.375;12;7;61;high;3
2017-03-06;3.75;17;8;0;low;1
2017-03-07;1.75;7;7;20;low;2
2017-03-08;5.75;9;6;61;medium;3
2017-03-09;7.375;8;7;21;medium;2
2017-03-10;8.75;16;4;0;medium;1
2017-03-11;7.75;9;2;0;medium;1
2017-03-12;6.375;9;6;41;medium;2
2017-03-13;6.625;7;7;5;medium;2
2017-03-14;10.5;13;6;0;high;1
2017-03-15;9.25;16;0;5;high;2
2017-03-16;11.75;9;5;29;medium;2
2017-03-17;6.75;18;6;63;medium;3
2017-03-18;6.875;22;5;21;medium;2
2017-03-19;3.875;9;8;79;medium;2
2017-03-20;10.25;8;7;61;medium;3
2017-03-21;8.75;20;5;21;medium;2
2017-03-22;10.75;11;0;0;medium;1
2017-03-23;8.125;11;4;33;medium;2
2017-03-24;10.5;7;0;0;high;1
2017-03-25;9.875;12;3;0;medium;1
2017-03-26;9.375;7;3;0;medium;1
2017-03-27;12.5;11;0;10;medium;2
2017-03-28;13.875;7;0;0;medium;1
2017-03-29;10.0;13;8;21;medium;2
2017-03-30;16.0;12;7;61;high;3
2017-03-31;19.75;7;0;2;high;1
2017-04-01;15.75;7;2;0;high;1
2017-04-02;13.375;13;2;0;high;1
2017-04-03;10.375;8;2;2;medium;1
2017-04-04;12.625;8;2;0;medium;1
2017-04-05;9.875;18;5;21;medium;2
2017-04-06;10.0;17;6;0;medium;1
2017-04-07;11.125;18;6;20;medium;2
2017-04-08;10.875;12;7;61;medium;3
2017-04-09;16.0;9;0;5;high;2
2017-04-10;9.5;19;7;21;medium;2
2017-04-11;8.75;18;5;21;medium;2
2017-04-12;8.75;13;7;61;medium;3
2017-04-13;9.0;18;7;61;medium;3
2017-04-14;9.25;12;7;63;medium;3
2017-04-15;8.125;23;6;63;medium;3
2017-04-16;6.875;7;7;61;low;3
2017-04-17;6.25;10;6;61;low;3
2017-04-18;5.625;15;4;37;low;2
2017-04-19;6.375;10;0;0;low;1
2017-04-20;8.25;12;7;41;medium;2
2017-04-21;11.875;19;7;61;medium;3
2017-04-22;7.5;21;5;61;low;3
2017-04-23;7.875;20;4;21;low;2
2017-04-24;8.875;17;7;63;medium;3
2017-04-25;5.5;15;5;69;low;2
2017-04-26;7.625;7;6;61;medium;3
2017-04-27;8.625;13;6;61;medium;3
2017-04-28;8.625;10;7;61;medium;3
2017-04-29;7.125;9;4;61;low;3
2017-04-30;11.875;12;1;0;medium;1
2017-05-01;11.75;19;1;5;medium;2
2017-05-02;10.875;21;2;5;medium;2
2017-05-03;11.25;20;3;5;medium;2
2017-05-04;10.625;19;7;37;medium;2
2017-05-05;8.25;15;7;61;low;3
2017-05-06;11.0;7;7;0;medium;1
2017-05-07;17.125;9;0;0;medium;1
2017-05-08;9.75;19;1;5;low;2
2017-05-09;10.0;12;4;28;low;2
2017-05-10;9.25;11;7;61;low;3
2017-05-11;13.375;14;0;7;medium;2
2017-05-12;12.75;13;7;61;medium;3
2017-05-13;17.875;6;6;21;high;2
2017-05-14;18.75;12;2;0;high;1
2017-05-15;17.375;9;3;0;medium;1
2017-05-16;14.125;8;7;61;medium;3
2017-05-17;23.125;7;6;44;high;2
2017-05-18;23.125;12;4;34;high;2
2017-05-19;17.375;7;6;21;medium;2
2017-05-20;16.0;12;4;29;medium;2
2017-05-21;18.625;12;1;2;medium;1
2017-05-22;17.75;9;0;1;medium;1
2017-05-23;22.125;15;4;95;high;4
2017-05-24;17.125;18;3;0;medium;1
2017-05-25;18.875;12;2;6;medium;2
2017-05-26;20.75;6;0;0;medium;1
2017-05-27;24.75;7;0;1;high;1
2017-05-28;22.375;14;1;61;high;3
2017-05-29;18.75;7;5;0;medium;1
2017-05-30;20.5;14;6;5;medium;2
2017-05-31;15.5;18;5;5;medium;2
2017-06-01;17.375;12;0;5;medium;2
2017-06-02;20.25;9;0;2;medium;1
2017-06-03;17.5;5;7;61;medium;3
2017-06-04;17.125;14;5;61;medium;3
2017-06-05;20.125;9;1;0;medium;1
2017-06-06;21.625;10;4;61;medium;3
2017-06-07;12.25;14;7;63;low;3
2017-06-08;14.875;8;7;61;low;3
2017-06-09;20.25;14;6;95;medium;4
2017-06-10;19.25;10;5;0;medium;1
2017-06-11;25.0;11;2;10;high;2
2017-06-12;16.25;16;7;61;medium;3
2017-06-13;16.125;16;6;21;medium;2
2017-06-14;19.125;9;7;49;medium;2
2017-06-15;22.75;6;3;21;high;2
2017-06-16;17.375;20;5;21;medium;2
2017-06-17;20.125;15;0;0;medium;1
2017-06-18;24.25;9;2;15;high;2
2017-06-19;25.375;7;1;0;high;1
2017-06-20;20.75;12;0;0;medium;1
2017-06-21;18.75;10;3;17;medium;2
2017-06-22;20.25;10;3;95;medium;4
2017-06-23;17.25;14;7;61;medium;3
2017-06-24;17.875;19;6;61;medium;3
2017-06-25;17.25;16;7;20;medium;2
2017-06-26;17.375;16;3;21;medium;2
2017-06-27;16.375;9;3;18;medium;2
2017-06-28;19.75;18;6;56;medium;3
2017-06-29;17.875;8;7;61;medium;3
2017-06-30;14.875;11;7;63;low;3
2017-07-01;17.625;10;7;21;medium;2
2017-07-02;17.125;18;7;21;medium;2
2017-07-03;18.625;14;7;95;medium;4
2017-07-04;17.25;15;6;49;medium;2
2017-07-05;19.0;9;2;1;medium;1
2017-07-06;18.375;8;0;3;medium;1
2017-07-07;20.625;7;5;61;medium;3
2017-07-08;20.625;16;4;21;medium;2
2017-07-09;19.125;9;1;1;medium;1
2017-07-10;17.5;6;7;61;medium;3
2017-07-11;19.875;11;6;95;medium;4
2017-07-12;14.75;12;7;61;low;3
2017-07-13;16.875;15;6;30;medium;2
2017-07-14;19.5;8;3;15;medium;2
2017-07-15;18.75;10;7;21;medium;2
2017-07-16;17.375;9;8;61;medium;3
2017-07-17;18.5;12;6;37;medium;2
2017-07-18;18.75;7;5;15;medium;2
2017-07-19;22.5;13;1;0;medium;1
2017-07-20;21.5;5;7;61;medium;3
2017-07-21;20.5;10;2;5;medium;2
2017-07-22;18.5;9;7;63;low;3
2017-07-23;19.375;12;6;61;low;3
2017-07-24;18.75;10;7;21;low;2
2017-07-25;16.25;16;7;63;low;3
2017-07-26;20.875;10;0;2;medium;1
2017-07-27;19.5;10;6;61;medium;3
2017-07-28;18.125;17;6;61;low;3
2017-07-29;19.625;11;5;61;medium;3
2017-07-30;24.0;11;5;61;medium;3
2017-07-31;22.75;9;2;14;medium;2
2017-08-01;21.375;7;6;21;medium;2
2017-08-02;21.375;8;5;61;medium;3
2017-08-03;20.125;10;7;95;medium;4
2017-08-04;19.625;18;6;21;medium;2
2017-08-05;20.125;12;4;44;medium;2
2017-08-06;18.5;13;3;21;medium;2
2017-08-07;22.4875;8;2;22;medium;2
2017-08-08;23.0625;8;6;21;medium;2
2017-08-09;21.125;11;1;0;medium;1
2017-08-10;19.6;9;6;42;medium;2
2017-08-11;16.375;8;7;61;medium;3
2017-08-12;15.5625;8;7;61;low;3
2017-08-13;17.825;11;4;21;medium;2
2017-08-14;18.6375;12;1;0;medium;1
2017-08-15;25.0625;9;2;21;high;2
